FIPS,population,cases,new_cases_last_week,new_cases_2_week_ago,deaths
35013,218195,19985,885,1056,325
35015,58460,5550,293,372,90
35017,26998,1201,86,142,22
35019,4300,319,15,24,8
35021,625,8,0,0,0
35023,4198,288,10,28,9
35025,71070,7541,206,542,110
35027,19572,1286,108,74,13
35028,19369,393,43,45,1
35029,23709,2673,141,105,52
35031,71367,10993,362,593,385
35033,4521,141,7,13,5
35035,67490,2640,191,145,46
35037,8253,382,15,15,8
35039,38921,2937,210,268,49
35041,18500,1705,53,80,42
35043,146748,9619,443,662,157
35045,123958,12243,579,1059,336
35047,27277,1043,77,91,6
35049,150358,8564,388,484,96
35051,10791,653,25,63,41
35053,16637,1051,40,46,46
35055,32723,1355,78,70,42
35057,15461,558,28,35,8
35059,4059,208,5,5,7
35061,76688,5536,197,304,74
36001,305506,16343,1580,2000,257
36003,46091,2366,140,220,75
36005,1418207,102227,7826,6840,5275
36007,190488,11108,1013,1176,259
36009,76117,3400,289,423,61
36011,76576,4432,468,837,70
36013,126903,5601,675,789,63
36015,83456,5603,345,500,108
36017,47207,1758,200,197,42
36019,80485,2180,387,377,18
36021,59461,2495,354,288,71
36023,47581,2642,165,255,54
36025,44135,1009,83,108,20
36027,294218,16757,1760,1659,319
36029,918702,52228,3774,4360,1381
36031,36885,980,112,142,19
36033,50022,1147,175,103,9
36035,53383,2113,309,241,53
36037,57280,3664,284,472,99
36039,47188,2058,223,370,59
36041,4416,146,6,23,1
36043,61319,3603,421,666,57
36045,109834,3214,562,485,23
36047,2559903,151973,12301,10887,8073
36049,26296,1495,239,233,24
36051,62914,2704,272,344,40
36053,70941,3149,264,367,76
36055,741770,44318,3161,4873,769
36057,49221,2230,278,328,75
36059,1356924,114969,9472,11089,2563
36061,1628706,77441,5842,5165,3449
36063,209281,12143,1255,1567,244
36065,228671,16811,1501,2373,349
36067,460528,27755,2129,3069,533
36069,109777,4730,394,737,82
36071,384940,28848,2061,2170,572
36073,40352,1919,182,262,69
36075,117124,4914,492,627,69
36077,59493,1671,188,149,23
36079,98320,6521,591,676,74
36081,2253858,154688,12204,11697,7871
36083,158714,6874,834,1052,104
36085,476143,44678,3383,4187,1384
36087,325789,31884,1611,1935,624
36089,107740,3630,537,646,60
36091,229863,9267,1143,1485,82
36093,155299,8660,901,1192,127
36095,30999,897,117,127,5
36097,17807,716,59,85,10
36099,34016,1232,161,204,46
36101,95379,4595,328,555,131
36103,1476601,128580,11424,13670,2603
36105,75432,3841,271,314,49
36107,48203,2206,162,226,54
36109,102180,2657,233,232,23
36111,177573,7745,707,806,192
36113,63944,2062,298,340,40
36115,61204,1502,230,231,24
36117,89918,3688,336,546,52
36119,967506,85020,5614,6226,1806
36121,39859,2174,287,348,43
36123,24913,826,104,135,17
37001,169509,12758,738,955,169
37003,37497,3296,202,279,42
37005,11137,771,32,74,3
37007,24446,1820,156,163,38
37009,27203,1575,84,151,28
37011,17557,1607,49,68,16
37013,46994,3448,202,428,61
37015,18947,1430,69,109,27
37017,32722,2344,175,194,28
37019,142820,5751,419,528,82
37021,261191,12040,960,1158,230
37023,90485,7622,517,536,90
37025,216453,14428,984,1367,175
37027,82178,7306,396,693,31
37029,10867,421,53,54,5
37031,69473,3447,259,316,18
37033,22604,1543,151,113,10
37035,159551,14027,971,1134,206
37037,74470,3402,224,177,68
37039,28612,1681,102,147,16
37041,13943,1047,82,72,20
37043,11231,535,39,80,5
37045,97947,8599,552,863,172
37047,55508,4566,288,373,102
37049,102139,6446,434,580,89
37051,335509,17745,1377,1432,155
37053,27763,942,105,99,12
37055,37009,1488,142,180,6
37057,167609,11542,952,1135,107
37059,42846,2715,191,279,15
37061,58741,4925,231,269,84
37063,321488,17826,976,1159,158
37065,51472,3747,162,185,87
37067,382295,25217,1557,1836,256
37069,69685,4111,284,422,39
37071,224529,19663,1248,1850,285
37073,11562,474,43,46,12
37075,8441,504,27,60,12
37077,60443,4369,242,360,70
37079,21069,1777,85,97,34
37081,537174,31391,2266,2603,360
37083,50010,3808,308,345,65
37085,135976,7428,505,586,105
37087,62317,2944,236,420,75
37089,117417,6952,539,620,100
37091,23677,1662,103,148,53
37093,55234,3357,209,228,37
37095,4937,559,73,91,6
37097,181806,12311,1038,1138,132
37099,43938,2767,124,253,20
37101,209339,14227,925,1116,130
37103,9419,519,55,44,16
37105,61779,4408,286,366,46
37107,55949,4178,333,328,83
37109,86111,7081,571,648,42
37111,45756,3982,263,2122,42
37113,35858,2022,178,99,12
37115,21755,1082,99,42,24
37117,22440,1723,81,728,27
37119,1110356,77736,4768,6100,681
37121,14964,989,28,49,10
37123,27173,2472,170,190,52
37125,100880,6259,457,629,80
37127,94298,7215,378,458,126
37129,234473,11510,619,788,100
37131,19483,1340,104,104,27
37133,197938,11436,838,1172,90
37135,148476,6117,325,410,69
37137,12726,665,47,40,6
37139,39824,2399,229,230,62
37141,63060,3583,255,343,39
37143,13463,689,46,81,5
37145,39490,2215,205,261,35
37147,180742,14038,791,1276,69
37149,20724,1062,99,142,14
37151,143667,10140,722,935,155
37153,44829,3304,220,213,59
37155,130625,12123,754,1019,153
37157,91010,5742,446,408,32
37159,142088,11745,886,1236,215
37161,67029,5743,468,639,154
37163,63531,5779,341,342,73
37165,34823,2980,149,195,61
37167,62806,5470,356,506,92
37169,45591,2766,279,297,45
37171,71783,5711,451,587,101
37173,14271,958,96,119,8
37175,34385,1397,164,145,13
37177,4016,221,15,19,6
37179,239859,16365,1174,1721,130
37181,44535,3354,205,252,73
37183,1111761,57650,4462,4985,396
37185,19731,1302,83,63,12
37187,11580,662,73,85,19
37189,56177,3134,139,262,23
37191,123131,8513,365,475,168
37193,68412,4876,308,469,83
37195,81801,6850,415,536,123
37197,37667,3010,172,283,33
37199,18069,1219,75,72,9
38001,2216,240,28,3,2
38003,10415,1274,8,31,30
38005,6832,1014,7,22,17
38007,928,53,2,1,0
38009,6282,625,4,11,20
38011,3024,338,14,8,4
38013,2115,208,7,2,1
38015,95626,14055,146,205,182
38017,181923,20680,233,482,181
38019,3762,412,2,3,4
38021,4872,717,10,28,32
38023,2264,146,1,3,2
38025,4424,360,0,6,7
38027,2287,425,4,1,6
38029,3241,404,4,19,11
38031,3210,541,6,8,19
38033,1761,240,20,11,1
38035,69451,9520,85,147,72
38037,2274,179,1,2,7
38039,2231,308,2,8,2
38041,2499,280,4,6,4
38043,2480,252,1,2,9
38045,4046,497,1,21,17
38047,1850,218,0,5,8
38049,5745,548,3,5,20
38051,2497,318,2,2,7
38053,15024,1100,23,30,11
38055,9450,1153,9,12,30
38057,8187,1037,4,18,9
38059,31364,4787,48,87,92
38061,10545,1234,9,42,15
38063,2879,435,9,14,12
38065,1959,149,0,0,2
38067,6801,713,6,4,11
38069,3975,505,3,5,22
38071,11519,1541,27,42,29
38073,5218,585,5,30,13
38075,2327,285,4,5,13
38077,16177,1637,36,52,15
38079,14176,2031,33,114,27
38081,3898,415,3,6,6
38083,1315,99,0,2,2
38085,4230,635,9,6,11
38087,750,30,0,3,0
38089,31489,4193,37,95,47
38091,1890,166,2,1,2
38093,20704,3209,12,68,74
38095,2189,292,6,9,10
38097,8036,949,16,15,18
38099,10641,1712,35,51,23
38101,67641,8768,113,160,185
38103,3834,411,4,9,8
38105,37589,4148,64,83,34
39001,27698,1674,88,144,15
39003,102351,9639,435,611,126
39005,53484,3368,218,304,38
39007,97241,4431,168,261,72
39009,65327,3675,194,231,9
39011,45656,4162,150,265,59
39013,67006,4037,346,393,40
39015,43432,2988,162,315,19
39017,383134,30003,1360,1985,228
39019,26914,1513,107,156,16
39021,38885,2444,158,239,27
39023,134083,10672,495,731,264
39025,206428,15335,972,1500,105
39027,41968,2812,139,240,43
39029,101883,7164,384,415,124
39031,36600,1996,86,160,20
39033,41494,3163,164,262,71
39035,1235072,83180,4210,5664,1065
39037,51113,4594,143,207,89
39039,38087,3225,159,201,78
39041,209177,14030,786,1172,77
39043,74266,5976,353,510,118
39045,157574,12324,760,928,80
39047,28525,2297,163,233,29
39049,1316756,98533,4630,6045,705
39051,42126,3285,161,222,43
39053,29898,1921,78,168,26
39055,93649,4917,308,363,55
39057,168937,11729,611,888,135
39059,38875,2453,153,208,25
39061,817473,61931,3428,4465,441
39063,75783,5429,223,454,90
39065,31365,2064,97,154,33
39067,15040,865,45,106,21
39069,27006,2135,93,153,47
39071,43161,2660,187,231,18
39073,28264,1655,112,111,23
39075,43960,2203,64,102,62
39077,58266,4161,247,321,38
39079,32413,2590,123,219,43
39081,65325,4090,244,347,66
39083,62322,3401,175,302,22
39085,230149,15592,971,1242,136
39087,59463,4393,304,425,53
39089,176862,12819,710,997,132
39091,45672,2965,163,265,29
39093,309833,18418,1222,1586,212
39095,428348,30524,1477,1946,605
39097,44731,3434,165,221,29
39099,228683,16931,712,1111,337
39101,65093,7377,216,307,113
39103,179746,11286,654,882,165
39105,22907,1050,80,99,21
39107,41172,4273,126,170,87
39109,106987,8952,399,570,73
39111,13654,972,59,133,29
39113,531687,42028,1790,2963,399
39115,14508,797,67,64,28
39117,35328,2257,125,188,4
39119,86215,6782,462,640,41
39121,14424,1187,39,90,40
39123,40525,2839,133,254,34
39125,18672,1411,53,123,21
39127,36134,2233,126,208,18
39129,58457,7103,318,428,50
39131,27772,1674,99,115,17
39133,162466,9006,557,671,107
39135,40882,3138,119,202,36
39137,33861,3678,131,195,72
39139,121154,8910,442,618,116
39141,76666,5352,260,461,87
39143,58518,4274,217,331,62
39145,75314,5270,280,494,63
39147,55178,4173,198,336,57
39149,48590,4135,164,381,21
39151,370606,25093,1508,1844,419
39153,541013,33849,1972,2343,736
39155,197974,12515,594,694,307
39157,91987,7177,342,423,174
39159,58988,4370,239,384,28
39161,28275,1987,80,146,44
39163,13085,676,59,67,13
39165,234602,19083,988,1631,140
39167,59911,3759,279,309,40
39169,115710,6855,343,478,165
39171,36692,2728,112,216,66
39173,130817,10081,515,833,156
39175,21772,1925,69,177,49
40001,22194,2544,219,259,17
40003,5702,1044,47,48,5
40005,13758,1556,98,117,6
40007,5311,351,6,18,3
40009,21859,2329,113,113,26
40011,9429,803,36,60,5
40013,47995,4858,280,470,44
40015,28762,3330,178,200,43
40017,148306,13242,718,1181,59
40019,48111,4498,434,554,20
40021,48657,4744,317,443,25
40023,14672,1353,82,111,8
40025,2137,117,5,7,1
40027,284014,23922,1404,1988,191
40029,5495,584,24,69,7
40031,120749,8863,718,660,89
40033,5666,533,37,35,12
40035,14142,1725,92,113,8
40037,71522,5208,395,396,81
40039,29003,3563,156,311,39
40041,43009,3814,265,362,50
40043,4891,482,20,37,4
40045,3859,330,9,12,1
40047,61056,6391,308,308,53
40049,27711,2968,186,241,23
40051,55834,4858,304,394,46
40053,4333,457,18,34,5
40055,5712,438,25,24,10
40057,2653,249,4,20,1
40059,3688,379,10,10,3
40061,12627,1049,50,92,7
40063,13279,980,64,70,12
40065,24530,2609,80,82,40
40067,6002,583,35,62,4
40069,11085,1102,75,107,12
40071,43538,4297,360,460,48
40073,15765,1748,117,136,15
40075,8708,663,44,68,12
40077,10073,668,39,84,7
40079,49853,4482,274,428,34
40081,34877,2592,131,213,37
40083,48011,3334,229,224,17
40085,10253,1246,91,106,8
40087,40474,4351,224,337,32
40089,32832,3277,86,222,57
40091,19596,1646,99,131,22
40093,7629,831,38,27,4
40095,16931,1532,127,151,9
40097,41100,3232,254,321,28
40099,14073,1560,104,195,14
40101,67997,7888,413,536,60
40103,11131,1165,54,107,8
40105,10076,912,82,88,12
40107,11993,1580,40,107,16
40109,797434,69587,3491,4393,507
40111,38465,3105,139,301,34
40113,46963,3751,227,353,34
40115,31127,3234,131,247,33
40117,16376,1363,101,154,18
40119,81784,7200,293,613,36
40121,43654,3772,215,354,26
40123,38284,3999,256,409,31
40125,72592,6710,299,538,46
40127,11096,841,37,115,8
40129,3583,350,53,18,6
40131,92459,8284,469,762,91
40133,24258,2293,173,186,25
40135,41569,3273,202,289,23
40137,43143,3863,227,409,35
40139,19983,3244,95,62,18
40141,7250,658,32,36,11
40143,651552,58851,3753,4155,502
40145,81289,6218,593,624,63
40147,51527,3877,233,284,68
40149,10916,941,55,83,5
40151,8793,1105,39,98,5
40153,20211,2849,140,108,12
41001,16124,573,47,46,5
41003,93053,1720,132,116,14
41005,418187,11760,492,797,138
41007,40224,687,49,68,5
41009,52354,1054,78,88,18
41011,64487,941,36,104,15
41013,24404,623,73,65,10
41015,22925,324,10,25,5
41017,197692,5036,401,399,37
41019,110980,1692,102,132,43
41021,1912,51,5,6,1
41023,7199,213,39,1,1
41025,7393,175,16,16,4
41027,23382,955,38,71,21
41029,220944,6970,343,489,85
41031,24658,1707,80,179,25
41033,87487,1770,210,212,34
41035,68238,2453,147,221,38
41037,7869,232,10,14,5
41039,382067,8418,567,608,110
41041,49962,1001,37,53,17
41043,129749,3123,139,225,46
41045,30571,3135,60,126,52
41047,347818,16312,669,1173,239
41049,11603,942,45,56,10
41051,812855,28586,1186,1489,459
41053,86085,2469,145,205,40
41055,1780,47,0,2,0
41057,27036,367,21,42,2
41059,77950,6803,382,547,68
41061,26835,1118,55,23,16
41063,7208,96,4,8,3
41065,26682,1085,73,71,23
41067,601592,18808,833,1083,173
41069,1332,20,3,0,1
41071,107100,3202,161,236,45
42001,103009,5952,518,648,125
42003,1216045,65114,3345,5235,1338
42005,64735,4331,279,455,90
42007,163929,10330,581,910,295
42009,47888,3427,155,191,111
42011,421164,29064,1994,2422,692
42013,121829,9414,489,653,216
42015,60323,3634,185,284,63
42017,628270,36682,1835,2792,973
42019,187853,11854,798,1209,290
42021,130192,10214,454,587,340
42023,4447,216,22,34,6
42025,64182,3938,385,433,109
42027,162385,10302,462,514,173
42029,524989,25167,1536,1951,624
42031,38438,2353,100,182,62
42033,79255,5168,285,597,76
42035,38632,2376,128,207,44
42037,64964,3789,315,390,99
42039,84629,5620,223,358,115
42041,253370,12801,720,972,375
42043,278299,16686,877,1124,393
42045,566747,34717,1585,2325,1062
42047,29910,1983,271,237,27
42049,269728,14366,904,1033,300
42051,129274,9110,520,993,183
42053,7247,730,300,56,9
42055,155027,10801,621,1013,278
42057,14530,940,62,127,12
42059,36233,2223,173,236,26
42061,45144,3625,135,261,99
42063,84073,4554,168,327,143
42065,43425,2312,141,199,63
42067,24763,1601,86,121,71
42069,209674,11343,881,1098,308
42071,545724,34468,2237,2663,837
42073,85512,5128,257,364,150
42075,141793,10873,625,935,196
42077,369318,25758,1748,2314,612
42079,317417,20879,1156,1764,547
42081,113299,7464,438,677,183
42083,40625,2314,196,280,49
42085,109424,7059,339,515,196
42087,46138,4041,217,286,136
42089,170271,7820,576,705,230
42091,830915,44279,2628,3463,1299
42093,18230,1443,109,191,38
42095,305285,20952,1444,1933,511
42097,90843,6224,369,702,271
42099,46272,2243,176,207,61
42101,1584064,98479,3352,4706,2732
42103,55809,1917,161,201,38
42105,16526,774,58,94,17
42107,141359,10361,758,1236,300
42109,40372,2358,162,204,58
42111,73447,6012,310,511,146
42113,6066,223,35,31,7
42115,40328,1348,121,128,44
42117,40591,2160,57,130,86
42119,44923,3688,236,286,62
42121,50668,2933,153,265,64
42123,39191,1872,85,236,73
42125,206865,11556,908,1047,172
42127,51361,2467,186,326,36
42129,348899,23451,1218,1869,541
42131,26794,975,57,94,35
42133,449058,28930,1925,2503,550
44001,48479,3251,417,769,78
44003,164292,11802,1019,1488,227
44005,82082,3578,509,788,6
44007,638931,67526,4680,6924,1476
44009,125577,5521,527,859,122
45001,24527,1510,119,52,27
45003,170872,11380,919,764,154
45005,8688,644,68,32,11
45007,202558,15596,1594,1283,327
45009,14066,1142,82,64,43
45011,20866,1880,138,202,39
45013,192122,11829,824,943,126
45015,227907,11341,893,801,122
45017,14553,1006,80,84,26
45019,411406,29418,2163,1660,353
45021,57300,3774,231,299,96
45023,32244,2882,273,239,48
45025,45650,2968,269,209,70
45027,33745,2264,239,117,81
45029,37677,2509,213,206,66
45031,66618,6175,624,585,112
45033,30479,3223,306,295,65
45035,162809,11021,1117,811,133
45037,27260,1963,160,177,27
45039,22347,1690,147,89,58
45041,138293,13886,1365,1412,316
45043,62680,5004,475,348,103
45045,523542,49626,4374,5237,625
45047,70811,5445,563,316,110
45049,19222,1352,114,99,38
45051,354081,25959,2243,2143,386
45053,30073,1654,90,151,28
45055,66551,4934,481,389,87
45057,98012,6914,726,634,103
45059,67493,4819,529,391,106
45061,16828,1469,126,92,44
45063,298750,22147,2277,2004,323
45065,9463,596,59,23,11
45067,30657,2680,291,241,82
45069,26118,2370,206,160,35
45071,38440,3491,248,300,77
45073,79546,6739,625,547,81
45075,86175,6730,763,522,168
45077,126884,13541,1213,1374,186
45079,415759,32201,2564,2179,382
45081,20473,1196,82,66,31
45083,319785,25479,2034,2237,494
45085,106721,7090,652,563,132
45087,27316,1880,100,121,53
45089,30368,2943,318,265,70
45091,280979,19958,1984,1907,204
46003,2751,437,7,5,11
46005,18453,2580,24,45,38
46007,3365,372,3,7,8
46009,6901,1502,3,13,23
46011,35077,3309,95,166,32
46013,38839,4785,103,196,75
46015,5297,671,19,17,7
46017,1962,415,0,3,12
46019,10429,941,15,43,20
46021,1376,116,0,2,4
46023,9292,1185,21,46,14
46025,3736,325,2,9,4
46027,14070,1722,31,47,13
46029,28009,3682,68,129,73
46031,4086,456,2,5,11
46033,8972,714,18,19,10
46035,19775,2854,46,52,55
46037,5424,582,17,22,23
46039,4351,449,10,20,7
46041,5892,1370,28,51,18
46043,2921,407,11,10,9
46045,3829,438,20,43,5
46047,6713,486,16,14,13
46049,2299,324,8,1,13
46051,7052,865,14,24,35
46053,4185,493,1,7,26
46055,1899,240,3,2,9
46057,6164,652,17,18,38
46059,3191,321,2,1,4
46061,3453,328,5,9,4
46063,1298,89,0,0,1
46065,17526,2131,43,68,30
46067,7291,736,15,11,22
46069,1301,134,0,1,1
46071,3344,269,2,3,13
46073,2013,265,0,5,16
46075,903,76,5,4,0
46077,4939,586,12,12,13
46079,12797,1100,27,43,16
46081,25844,2714,57,87,35
46083,61128,7248,134,258,70
46085,3781,574,19,9,10
46087,5586,710,3,179,22
46089,2379,222,20,11,4
46091,4935,279,9,3,5
46093,28332,2413,48,107,26
46095,2061,232,5,10,2
46097,2216,254,10,7,7
46099,193134,26457,429,805,296
46101,6576,582,20,16,15
46102,14177,2006,25,39,40
46103,113775,12068,230,585,161
46105,2865,317,14,11,11
46107,2153,339,10,18,3
46109,10394,1082,19,69,34
46111,2344,323,7,6,3
46115,6376,742,19,15,24
46117,3098,304,10,4,2
46119,1391,129,7,8,3
46121,10177,1192,6,31,20
46123,5441,646,7,13,14
46125,8384,1023,20,26,49
46127,15932,1810,73,65,36
46129,5435,687,22,33,14
46135,22814,2692,95,64,27
46137,2756,334,14,13,8
47001,76978,6818,312,556,104
47003,49713,5328,190,419,89
47005,16160,1324,49,54,35
47007,15064,1749,46,105,10
47009,133088,12029,784,1030,126
47011,108110,10838,592,876,91
47013,39842,3258,162,276,40
47015,14678,1581,69,102,19
47017,27767,3127,143,164,59
47019,56391,5115,147,405,114
47021,40667,3381,134,281,30
47023,17297,1748,69,141,37
47025,31959,2159,241,154,29
47027,7615,940,44,35,26
47029,36004,3456,144,350,56
47031,56520,5648,216,391,82
47033,14230,1809,34,120,38
47035,60520,5421,257,563,73
47037,694144,71148,2856,5175,672
47039,11663,1477,35,79,26
47041,20490,2427,77,150,41
47043,53948,5404,248,382,79
47045,37159,4772,163,260,82
47047,41133,3993,187,318,51
47049,18523,2132,66,131,31
47051,42208,4130,189,303,62
47053,49133,5656,166,343,111
47055,29464,3230,119,351,72
47057,23320,2096,99,160,36
47059,69069,6615,224,590,108
47061,13427,1393,34,119,21
47063,64934,7018,358,571,109
47065,367804,34813,1802,3367,329
47067,6620,405,21,36,6
47069,25050,3104,78,125,52
47071,25652,2989,78,197,47
47073,56786,4481,194,402,70
47075,17304,2406,71,115,45
47077,28117,3338,79,219,57
47079,32345,2619,108,112,58
47081,25178,2249,98,176,34
47083,8201,939,27,50,22
47085,18582,1335,61,55,17
47087,11786,1043,23,55,22
47089,54495,4808,313,450,75
47091,17788,2022,94,90,32
47093,470313,38985,1788,3244,408
47095,7016,1560,42,84,19
47097,25633,2943,73,147,31
47099,44142,5114,176,366,69
47101,12268,1277,32,57,20
47103,34366,3798,141,265,44
47105,54068,4974,222,413,50
47107,53794,5100,202,363,73
47109,25694,2410,129,152,42
47111,24602,2893,103,148,50
47113,97984,9163,297,611,179
47115,28907,2292,132,200,31
47117,34375,3463,220,254,36
47119,96387,11003,412,748,123
47121,12422,1149,64,88,16
47123,46545,4594,236,370,62
47125,208993,14507,967,1372,149
47127,6488,808,33,61,9
47129,21403,1898,98,216,15
47131,30069,4005,83,225,80
47133,22241,2546,99,179,43
47135,8076,948,29,44,25
47137,5048,680,40,45,20
47139,16832,1438,82,132,17
47141,80245,9968,336,592,140
47143,33167,3828,164,333,56
47145,53382,5229,227,480,79
47147,71813,7666,347,581,85
47149,332285,33298,1326,2336,287
47151,22068,2262,86,169,31
47153,15026,1376,61,94,18
47155,98250,10534,478,746,108
47157,937166,76747,2998,4960,1128
47159,20157,2317,62,113,27
47161,13715,1058,48,89,20
47163,158348,12634,501,983,211
47165,191283,18322,738,1334,232
47167,61599,6226,230,398,65
47169,11284,2289,20,57,14
47171,17883,1679,71,117,44
47173,19972,1399,59,92,23
47175,5872,663,40,44,7
47177,41277,5000,167,283,53
47179,129375,11949,415,944,192
47181,16673,2622,56,120,19
47183,33328,3412,71,192,48
47185,27345,3117,116,188,43
47187,238412,21507,915,1981,140
47189,144657,14511,531,1105,158
48001,57735,5575,154,894,75
48003,18705,1606,48,77,37
48005,86715,6765,528,650,193
48007,23510,895,70,62,26
48009,8553,694,21,76,10
48011,1887,128,12,8,6
48013,51153,3781,342,303,90
48015,30032,1404,162,137,18
48017,7000,742,6,12,15
48019,23112,820,69,121,20
48021,88723,4373,226,298,57
48023,3509,274,8,20,9
48025,32565,3082,135,212,53
48027,362924,16512,907,1702,214
48029,2003554,152231,14824,12535,2040
48031,11931,318,13,14,11
48033,654,18,0,0,0
48035,18685,988,53,77,20
48037,93245,4876,387,363,139
48039,374264,26046,1716,1963,277
48041,229211,16634,1314,952,162
48043,9203,945,23,19,8
48045,1546,114,5,13,3
48047,7093,685,27,57,29
48049,37864,3382,200,341,81
48051,18443,1093,62,28,22
48053,48155,2196,92,55,34
48055,43664,2738,111,192,55
48057,21290,1361,61,67,13
48059,13943,931,18,88,28
48061,423163,32698,1351,1144,1126
48063,13094,969,57,73,32
48065,5926,331,4,34,11
48067,30026,1499,92,112,59
48069,7530,832,7,40,22
48071,43837,3431,266,289,13
48073,52646,3491,90,199,92
48075,7306,1292,32,71,13
48077,10471,874,22,89,13
48079,2853,216,6,8,12
48081,3387,430,15,27,10
48083,8175,579,33,82,20
48085,1034730,64721,5753,6534,483
48087,2920,238,10,16,8
48089,21493,1251,94,81,17
48091,156209,7314,358,510,190
48093,13635,1118,10,100,36
48095,2726,245,8,22,4
48097,41257,2806,70,347,48
48099,75951,4319,270,266,45
48101,1398,176,6,21,7
48103,4797,487,10,0,11
48105,3464,472,5,0,13
48107,5737,383,4,42,22
48109,2171,294,9,2,4
48111,7287,466,1,5,20
48113,2635516,234625,15539,16251,2453
48115,12728,1575,52,47,59
48117,18546,2418,40,89,60
48119,5331,213,38,23,5
48121,887207,46272,2692,3501,439
48123,20160,1553,5,19,50
48125,2211,136,4,18,7
48127,10124,904,107,114,13
48129,3278,289,14,46,8
48131,11157,1058,64,82,32
48133,18360,972,45,70,23
48135,166223,12222,679,50,269
48137,1932,207,7,10,3
48139,184826,16403,727,1690,201
48141,839238,107552,3467,3234,1940
48143,42698,3470,153,190,42
48145,17297,1308,56,67,22
48147,35514,2439,276,165,66
48149,25346,1447,77,64,43
48151,3830,266,8,11,10
48153,5712,631,15,80,25
48155,1155,91,7,2,5
48157,811688,44067,3924,2753,439
48159,10725,565,39,45,16
48161,19717,988,19,51,30
48163,20306,2148,90,177,24
48165,21492,1302,15,33,36
48167,342139,26898,2350,2106,251
48169,6229,278,2,21,18
48171,26988,1830,92,253,32
48173,1409,94,2,1,1
48175,7658,299,0,0,9
48177,20837,1962,126,101,29
48179,21886,1773,43,59,40
48181,136212,8983,887,1005,225
48183,123945,8451,1005,455,221
48185,28880,1979,80,57,52
48187,166847,9123,777,862,128
48189,33406,5668,109,405,135
48191,2964,353,61,48,11
48193,8461,546,29,48,21
48195,5399,673,13,82,17
48197,3933,319,9,24,9
48199,57602,4080,271,416,69
48201,4713325,286356,19831,16158,3825
48203,66553,3575,533,375,71
48205,5576,317,1,2,2
48207,5658,355,5,15,17
48209,230191,14460,901,1262,130
48211,3819,451,21,62,2
48213,82737,4434,433,399,106
48215,868707,56455,2159,2540,2018
48217,36649,2398,88,166,47
48219,23021,2049,32,133,91
48221,61643,5050,271,552,85
48223,37084,2518,77,132,86
48225,22968,1360,120,123,30
48227,36664,4196,81,94,79
48229,4886,491,12,16,8
48231,98594,4557,242,286,103
48233,20938,1253,14,71,57
48235,1536,84,7,6,1
48237,8935,530,19,63,12
48239,14760,1284,64,91,23
48241,35529,1965,32,204,48
48243,2274,116,9,0,1
48245,251565,15937,749,985,263
48247,5200,494,79,91,11
48249,40482,3417,213,320,70
48251,175817,14435,1034,1500,213
48253,20083,2569,99,110,35
48255,15601,1387,29,59,26
48257,136154,11450,475,1136,154
48259,47431,1890,198,199,44
48261,404,30,1,3,2
48263,762,68,6,2,1
48265,52600,3020,170,363,61
48267,4337,227,14,9,6
48269,272,11,2,1,0
48271,3667,258,36,32,3
48273,30680,1981,89,107,63
48275,3664,207,25,3,12
48277,49859,4956,195,411,112
48279,12893,1799,52,106,73
48281,21428,913,74,74,17
48283,7520,817,120,47,15
48285,20154,1862,68,62,62
48287,17239,1182,79,108,34
48289,17404,875,45,55,28
48291,88219,5116,436,277,111
48293,23437,1420,68,97,34
48295,3233,248,6,23,10
48297,12207,967,31,82,16
48299,21795,805,74,84,30
48301,169,1,0,0,0
48303,310569,45600,1053,2061,648
48305,5951,571,11,36,18
48307,7984,467,11,7,12
48309,256623,21894,1065,1448,344
48311,743,70,1,3,2
48313,14284,1162,17,43,21
48315,9854,401,63,45,20
48317,5771,581,4,30,18
48319,4274,340,30,30,4
48321,36643,2602,428,156,72
48323,58722,8320,847,512,223
48325,51584,3253,193,209,62
48327,2138,180,6,-1,5
48329,176832,13334,913,869,202
48331,24823,1577,0,203,19
48333,4873,344,46,32,16
48335,8545,535,13,32,21
48337,19818,1713,70,196,46
48339,607391,33006,1907,4446,326
48341,20940,2116,11,39,57
48343,12388,672,49,64,15
48345,1200,79,0,9,7
48347,65204,3506,123,187,111
48349,50113,4798,244,691,71
48351,13595,469,9,34,20
48353,14714,1399,32,103,38
48355,362294,31926,1275,1503,517
48357,9836,965,10,51,19
48359,2112,167,3,13,2
48361,83396,5948,106,542,81
48363,29189,2298,78,191,50
48365,23194,1228,72,97,49
48367,142878,11314,593,1289,115
48369,9605,1113,10,41,32
48371,15823,1393,37,59,26
48373,51353,2492,140,157,70
48375,117415,15947,252,443,302
48377,6704,632,6,16,19
48379,12514,632,51,40,20
48381,137713,15104,311,710,208
48383,3849,358,9,-32,7
48385,3452,263,16,30,12
48387,12023,549,43,35,31
48389,15976,1522,61,10,33
48391,6948,536,21,28,17
48393,854,49,1,7,1
48395,17074,1069,65,92,25
48397,104915,8222,440,1148,78
48399,10264,1085,25,122,28
48401,54406,3065,210,184,65
48403,10542,452,6,34,28
48405,8237,496,12,26,26
48407,28859,634,67,58,21
48409,66730,3450,202,128,111
48411,6055,487,17,18,15
48413,2793,189,7,0,6
48415,16703,2270,68,175,46
48417,3265,187,9,8,1
48419,25274,1278,102,52,45
